age,job,marital,education,default,housing,loan,campaign,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m
27.0,1,0,1,0,1,0,2.0,0,-1.8,92.893,-46.2,1.334
58.0,3,0,5,1,1,1,2.0,0,1.4,93.444,-36.1,4.964
39.0,3,0,3,0,1,0,3.0,0,-1.8,93.075,-47.1,1.445
69.5,5,0,0,0,0,0,2.0,0,-1.8,93.075,-47.1,1.423
53.0,0,0,6,0,1,0,1.0,2,-1.8,93.749,-34.6,0.644
23.0,2,0,1,0,0,0,4.0,0,-1.8,93.075,-47.1,1.405
29.0,2,1,3,0,1,0,3.0,0,-1.8,92.893,-46.2,1.281
54.0,2,0,6,0,1,0,3.0,0,-2.9,92.201,-31.4,0.869
35.0,3,0,0,0,0,0,6.0,0,1.4,93.918,-42.7,4.963
50.0,2,0,3,0,1,0,4.0,0,-1.8,92.893,-46.2,1.327
69.5,5,2,0,1,1,0,2.0,1,-1.7,94.027,-38.3,0.904
30.0,2,1,6,0,0,1,1.0,0,1.4,93.444,-36.1,4.965
21.0,11,1,1,1,0,0,3.0,0,-1.8,92.893,-46.2,1.25
47.0,3,0,4,1,0,1,2.0,0,1.1,93.994,-36.4,4.86
21.0,11,1,1,0,0,0,2.0,0,-1.1,94.601,-49.5,1.037
48.0,2,0,6,1,1,0,2.0,0,-0.1,93.2,-42.0,4.153
57.0,3,0,0,1,0,0,2.0,0,1.1,93.994,-36.4,4.857
46.0,6,0,3,0,1,0,1.0,0,-1.8,93.876,-40.0,0.672
27.0,2,1,1,1,1,0,1.0,0,1.4,93.918,-42.7,4.958
39.0,3,1,5,1,0,0,3.0,0,1.1,93.994,-36.4,4.856
54.0,10,0,0,1,0,1,1.0,0,1.1,93.994,-36.4,4.855
40.0,4,1,4,0,1,0,4.0,0,1.4,94.465,-41.8,4.865
37.0,6,0,6,1,0,0,2.0,0,1.4,93.444,-36.1,4.97
46.0,2,1,1,1,0,0,1.0,0,1.4,93.918,-42.7,4.968
38.0,2,0,1,0,1,0,1.0,1,-3.4,92.649,-30.1,0.714
30.0,11,1,6,0,1,0,1.0,0,-3.0,92.713,-33.0,0.706
41.0,6,0,6,0,0,0,6.0,0,1.4,94.465,-41.8,4.864
45.0,8,0,0,0,1,0,1.0,0,-0.1,93.2,-42.0,4.153
50.0,7,0,1,0,0,1,6.0,0,1.1,93.994,-36.4,4.858
32.0,3,0,2,0,0,0,4.0,0,-0.1,93.2,-42.0,4.076
55.0,2,0,1,0,0,0,2.0,0,-3.0,92.713,-33.0,0.718
25.0,4,0,4,0,0,0,3.0,1,-2.9,92.963,-40.8,1.26
26.0,4,1,6,0,0,0,1.0,1,-1.8,92.893,-46.2,1.259
24.0,1,1,3,0,0,0,1.0,0,1.4,93.918,-42.7,4.963
61.0,5,0,3,0,1,0,2.0,0,-2.9,92.201,-31.4,0.869
27.0,4,1,6,0,1,0,2.0,0,1.4,93.918,-42.7,4.962
43.0,3,0,0,0,1,0,2.0,0,1.1,93.994,-36.4,4.856
48.0,4,1,4,0,1,0,2.0,0,-1.8,92.893,-46.2,1.334
52.0,3,0,0,0,1,0,3.0,0,1.4,94.465,-41.8,4.865
35.0,6,0,6,0,1,0,1.0,1,-3.4,92.649,-30.1,0.715
45.0,2,0,6,0,0,0,1.0,2,-2.9,92.469,-33.6,1.029
28.0,8,1,6,0,1,0,2.0,0,-1.7,94.215,-40.3,0.846
35.0,4,0,6,1,1,0,1.0,0,-0.1,93.2,-42.0,4.12
49.0,3,0,0,1,1,0,1.0,0,1.1,93.994,-36.4,4.857
69.5,5,0,5,0,1,0,1.0,0,-1.8,93.369,-34.8,0.652
43.0,3,0,2,0,1,0,1.0,0,1.4,94.465,-41.8,4.962
31.0,8,0,6,0,0,0,1.0,1,-1.8,92.893,-46.2,1.313
33.0,3,0,5,0,1,0,2.0,0,1.4,93.918,-42.7,4.96
55.0,3,0,7,0,1,0,3.0,0,1.4,93.918,-42.7,4.961
45.0,3,1,1,0,1,0,1.0,0,-1.8,92.893,-46.2,1.25
27.0,2,1,4,0,0,0,2.0,0,1.4,93.918,-42.7,4.962
37.0,4,0,4,0,1,0,1.0,0,1.1,93.994,-36.4,4.856
32.0,2,0,1,0,0,0,2.0,0,1.4,93.918,-42.7,4.96
52.0,3,0,3,0,1,0,1.0,0,1.4,93.918,-42.7,4.962
31.0,2,1,6,0,1,1,2.0,0,1.4,93.444,-36.1,4.968
32.0,8,0,4,0,0,1,5.0,0,-1.8,92.893,-46.2,1.25
37.0,1,0,1,0,1,0,2.0,2,-1.8,92.893,-46.2,1.327
44.0,2,0,6,0,1,0,1.0,0,-2.9,92.963,-40.8,1.268
52.0,2,2,6,0,1,0,1.0,0,1.4,93.444,-36.1,4.964
28.0,2,2,6,0,1,0,1.0,0,-1.8,92.893,-46.2,1.327
47.0,3,0,1,0,1,0,2.0,1,-1.8,92.893,-46.2,1.25
28.0,4,1,1,0,0,0,2.0,0,1.4,93.918,-42.7,4.961
31.0,8,0,6,0,0,1,6.0,0,1.1,93.994,-36.4,4.86
48.0,10,0,6,0,1,0,1.0,0,1.1,93.994,-36.4,4.859
48.0,3,0,0,1,1,0,3.0,0,-1.8,92.893,-46.2,1.266
60.0,5,0,2,0,0,0,1.0,0,1.4,93.444,-36.1,4.97
29.0,3,1,3,0,1,0,6.0,0,-1.8,92.843,-50.0,1.556
35.0,2,0,1,1,0,0,1.0,0,1.4,93.918,-42.7,4.963
26.0,7,1,6,0,1,0,1.0,2,-1.7,94.027,-38.3,0.904
48.0,4,0,6,0,0,0,1.0,0,1.4,93.444,-36.1,4.964
69.5,0,0,0,1,0,0,6.0,2,-1.8,93.749,-34.6,0.642
36.0,6,0,1,0,0,0,1.0,0,1.1,93.994,-36.4,4.858
43.0,2,0,6,0,0,0,3.0,0,1.1,93.994,-36.4,4.864
59.0,7,0,3,0,1,0,2.0,0,-1.8,93.369,-34.8,0.639
48.0,2,0,6,0,0,0,3.0,0,-1.8,93.075,-47.1,1.405
44.0,4,0,4,1,1,0,1.0,0,1.4,93.918,-42.7,4.961
49.0,3,0,2,1,0,0,2.0,0,-0.1,93.2,-42.0,4.153
54.0,3,0,7,1,1,1,1.0,0,1.4,93.918,-42.7,4.961
34.0,2,0,2,0,1,0,1.0,0,-1.8,93.075,-47.1,1.466
30.0,4,1,6,0,0,1,1.0,0,-1.8,92.893,-46.2,1.344
31.0,4,0,3,0,1,0,5.0,1,-0.1,93.2,-42.0,4.12
28.0,2,1,6,0,1,0,2.0,2,-1.1,94.199,-37.5,0.882
33.0,4,0,6,0,1,0,2.0,0,-2.9,92.201,-31.4,0.861
31.0,1,1,1,0,1,0,1.0,0,-0.1,93.2,-42.0,4.076
34.0,2,0,6,1,0,0,1.0,0,1.4,93.918,-42.7,4.963
27.0,2,1,1,0,1,1,1.0,0,1.4,93.918,-42.7,4.962
24.0,2,1,1,0,0,0,1.0,2,-1.7,94.215,-40.3,0.827
69.5,4,0,5,0,0,0,1.0,0,-1.7,94.027,-38.3,0.899
39.0,3,0,1,0,1,0,1.0,0,1.1,93.994,-36.4,4.856
33.0,2,1,1,0,1,0,1.0,0,1.4,93.918,-42.7,4.957
50.0,4,0,4,1,1,0,6.0,0,1.4,94.465,-41.8,4.962
30.0,4,0,1,0,1,0,1.0,0,1.4,93.444,-36.1,4.963
33.0,3,0,3,0,0,1,2.0,0,1.1,93.994,-36.4,4.857
33.0,1,1,1,0,1,0,2.0,0,-0.1,93.2,-42.0,4.12
46.0,2,0,6,0,1,1,1.0,0,1.4,93.444,-36.1,4.964
57.0,3,0,3,0,1,1,2.0,0,1.4,94.465,-41.8,4.864
54.0,2,0,6,0,1,0,2.0,1,-2.9,92.469,-33.6,0.908
35.0,8,0,1,0,0,0,3.0,0,1.4,93.918,-42.7,4.96
39.0,2,1,6,0,1,0,1.0,0,1.4,93.918,-42.7,4.963
56.0,10,0,6,0,1,1,1.0,0,-1.8,93.075,-47.1,1.365
40.0,1,0,0,1,1,0,1.0,1,-1.8,92.893,-46.2,1.313
35.0,1,1,3,0,1,0,2.0,0,1.4,93.918,-42.7,4.962
41.0,6,0,5,0,1,0,2.0,0,1.4,94.465,-41.8,4.967
35.0,4,0,6,0,0,0,3.0,0,-2.9,92.201,-31.4,0.869
40.0,4,0,4,0,1,0,1.0,2,-1.8,93.876,-40.0,0.682
37.0,4,1,1,1,0,0,1.0,0,1.4,93.918,-42.7,4.96
39.0,4,0,3,0,1,0,1.0,0,-1.8,93.075,-47.1,1.365
54.0,6,1,3,0,1,0,3.0,0,1.1,93.994,-36.4,4.857
44.0,4,2,4,1,1,1,4.0,0,1.4,93.444,-36.1,4.965
41.0,4,2,1,0,0,0,2.0,0,1.4,93.444,-36.1,4.962
35.0,1,2,1,0,0,0,1.0,0,-0.1,93.2,-42.0,4.076
44.0,3,0,3,1,1,0,4.0,0,1.1,93.994,-36.4,4.857
45.0,6,2,6,0,0,0,2.0,0,1.1,93.994,-36.4,4.857
31.0,4,1,6,0,0,1,3.0,0,-1.8,93.075,-47.1,1.405
41.0,8,0,3,0,0,0,2.0,0,1.4,93.918,-42.7,4.963
38.0,4,0,1,0,2,2,1.0,0,1.4,93.444,-36.1,4.966
43.0,3,1,2,0,0,0,3.0,0,1.4,93.918,-42.7,4.957
34.0,2,0,1,0,1,0,3.0,0,1.4,93.918,-42.7,4.962
59.0,5,0,0,1,0,1,3.0,0,1.4,94.465,-41.8,4.959
42.0,4,0,3,0,1,0,3.0,0,1.1,93.994,-36.4,4.857
46.0,2,0,1,0,1,0,6.0,0,1.4,93.918,-42.7,4.962
59.0,3,2,0,0,0,0,1.0,0,-2.9,92.469,-33.6,1.072
52.0,2,0,1,0,1,0,1.0,0,1.4,93.918,-42.7,4.963
36.0,4,0,4,0,0,1,2.0,0,-1.8,93.075,-47.1,1.405
33.0,1,1,6,0,0,0,5.0,0,-1.8,92.893,-46.2,1.25
54.0,0,0,0,1,1,0,3.0,0,1.4,93.918,-42.7,4.963
37.0,2,0,6,0,0,0,1.0,1,-1.8,92.893,-46.2,1.334
40.0,4,0,4,0,0,0,1.0,0,1.4,93.444,-36.1,4.963
49.0,1,0,1,0,0,0,4.0,0,-1.8,93.075,-47.1,1.405
57.0,3,0,0,0,0,0,2.0,1,-1.8,92.893,-46.2,1.344
53.0,5,0,1,0,1,0,6.0,0,1.4,93.918,-42.7,4.962
33.0,2,2,6,0,0,0,1.0,0,-1.8,92.893,-46.2,1.281
28.0,2,0,6,0,1,0,1.0,1,-2.9,92.201,-31.4,0.834
42.0,0,0,1,0,1,0,3.0,0,-1.8,92.893,-46.2,1.27
34.0,6,0,6,0,1,0,4.0,0,-1.8,92.893,-46.2,1.281
53.0,2,0,1,0,0,0,1.0,1,-2.9,92.469,-33.6,1.044
26.0,1,1,1,0,0,0,1.0,0,-1.8,92.893,-46.2,1.266
25.0,2,1,3,0,0,0,6.0,0,1.4,93.918,-42.7,4.968
34.0,3,0,2,1,0,0,1.0,0,1.1,93.994,-36.4,4.857
57.0,3,0,3,1,0,0,3.0,0,1.4,93.918,-42.7,4.961
39.0,8,0,6,0,0,0,3.0,0,1.4,94.465,-41.8,4.961
45.0,7,0,4,1,0,0,1.0,1,-1.1,94.199,-37.5,0.879
58.0,4,2,3,0,0,0,3.0,0,1.4,94.465,-41.8,4.967
55.0,4,2,6,0,0,0,1.0,0,1.4,93.444,-36.1,4.965
38.0,3,2,3,0,1,0,3.0,0,-1.8,92.893,-46.2,1.281
31.0,3,0,2,0,1,0,4.0,0,1.4,93.918,-42.7,4.961
40.0,1,0,5,1,1,0,6.0,0,1.4,94.465,-41.8,4.961
33.0,2,0,6,0,2,2,1.0,0,1.4,93.444,-36.1,4.964
34.0,3,1,3,0,1,0,1.0,1,-1.8,92.893,-46.2,1.291
45.0,2,0,2,0,1,1,1.0,0,1.1,93.994,-36.4,4.857
32.0,2,0,2,0,0,0,1.0,0,1.1,93.994,-36.4,4.855
44.0,3,0,3,1,1,0,2.0,1,-1.8,92.893,-46.2,1.299
30.0,2,1,1,0,1,0,2.0,0,1.4,93.918,-42.7,4.961
51.0,6,0,6,0,1,0,1.0,0,1.4,93.918,-42.7,4.962
42.0,1,0,1,0,0,0,2.0,0,1.4,94.465,-41.8,4.864
39.0,4,2,4,0,1,0,1.0,0,1.4,93.444,-36.1,4.968
33.0,4,0,4,0,0,0,3.0,0,1.4,93.444,-36.1,4.966
41.0,3,0,0,1,0,0,2.0,0,1.4,94.465,-41.8,4.864
39.0,4,0,3,0,0,0,2.0,1,-3.4,92.379,-29.8,0.803
31.0,8,1,6,0,1,0,1.0,0,-0.1,93.2,-42.0,4.191
43.0,3,0,1,1,0,0,1.0,0,1.4,93.918,-42.7,4.96
44.0,4,0,6,0,1,0,1.0,1,-1.7,94.055,-39.8,0.715
50.0,3,1,0,0,0,0,2.0,0,1.1,93.994,-36.4,4.86
32.0,4,0,3,0,0,0,1.0,0,-1.8,92.893,-46.2,1.344
51.0,3,0,3,0,1,0,1.0,0,1.4,94.465,-41.8,4.865
40.0,6,0,6,0,1,1,1.0,0,-0.1,93.2,-42.0,4.021
32.0,4,1,6,0,1,0,4.0,0,1.4,93.444,-36.1,4.964
46.0,2,0,3,1,1,0,1.0,0,1.4,94.465,-41.8,4.866
69.5,2,0,0,0,1,1,4.0,2,-1.8,93.876,-40.0,0.684
31.0,3,0,2,0,1,1,2.0,0,1.1,93.994,-36.4,4.86
30.0,4,0,4,0,0,0,2.0,0,1.1,93.994,-36.4,4.855
36.0,7,0,3,1,1,1,2.0,0,-1.8,92.893,-46.2,1.266
65.0,5,0,0,0,1,0,1.0,2,-1.1,94.601,-49.5,1.043
49.0,3,0,0,0,0,0,2.0,0,1.4,94.465,-41.8,4.958
27.0,2,1,6,0,0,0,2.0,0,1.4,94.465,-41.8,4.959
33.0,4,2,4,0,0,1,1.0,0,1.4,93.444,-36.1,4.97
25.0,3,0,3,0,0,0,3.0,0,1.1,93.994,-36.4,4.857
32.0,3,0,3,0,1,0,1.0,1,-1.8,92.893,-46.2,1.344
43.0,8,0,6,0,0,0,3.0,1,-1.7,94.215,-40.3,0.797
35.0,4,0,4,0,1,0,1.0,1,-1.8,92.893,-46.2,1.344
50.0,4,1,4,0,0,1,6.0,0,1.4,93.918,-42.7,4.962
52.0,10,0,1,0,1,0,1.0,1,-1.8,92.893,-46.2,1.327
45.0,3,0,5,0,0,0,1.0,0,-1.8,93.075,-47.1,1.41
46.0,4,2,6,1,0,0,6.0,0,1.4,93.444,-36.1,4.962
36.0,3,0,2,1,0,0,1.0,0,1.1,93.994,-36.4,4.855
53.0,6,0,6,0,0,0,4.0,0,1.4,93.444,-36.1,4.965
35.0,9,0,3,0,1,1,1.0,0,1.1,93.994,-36.4,4.855
52.0,4,0,3,1,0,0,1.0,0,1.1,93.994,-36.4,4.856
31.0,6,1,1,0,0,0,1.0,0,-0.1,93.2,-42.0,4.153
36.0,2,0,6,0,0,0,3.0,0,1.1,93.994,-36.4,4.856
27.0,2,1,1,0,1,1,5.0,0,1.4,93.918,-42.7,4.962
28.0,2,1,6,0,0,0,2.0,0,1.4,94.465,-41.8,4.865
34.0,3,1,1,0,0,0,2.0,0,1.4,93.918,-42.7,4.962
35.0,2,1,1,0,1,0,5.0,0,-1.8,92.893,-46.2,1.25
37.0,3,3,2,1,0,1,2.0,0,1.1,93.994,-36.4,4.864
50.0,10,0,6,0,0,0,1.0,1,-0.1,93.2,-42.0,4.191
37.0,3,0,2,0,1,1,1.0,0,1.1,93.994,-36.4,4.857
31.0,4,1,6,0,1,0,4.0,0,1.4,93.444,-36.1,4.964
45.0,10,0,6,1,0,0,6.0,0,1.4,94.465,-41.8,4.962
32.0,3,0,2,0,1,1,1.0,1,-1.8,92.893,-46.2,1.299
42.0,1,1,1,0,1,0,5.0,1,-1.8,92.893,-46.2,1.299
54.0,2,0,1,0,0,0,1.0,2,-1.8,93.749,-34.6,0.643
33.0,6,0,3,0,0,0,2.0,0,-1.8,93.075,-47.1,1.405
36.0,2,1,6,0,0,0,1.0,0,1.4,93.444,-36.1,4.968
42.0,2,2,6,0,1,0,1.0,1,-1.1,94.199,-37.5,0.886
35.0,2,0,6,0,0,1,4.0,0,-0.1,93.2,-42.0,4.153
52.0,5,0,4,0,1,0,3.0,0,1.4,93.918,-42.7,4.962
33.0,6,0,6,0,0,1,2.0,0,1.4,94.465,-41.8,4.961
51.0,3,2,0,0,1,0,1.0,0,1.4,93.918,-42.7,4.962
36.0,3,0,3,0,1,0,2.0,0,-0.1,93.2,-42.0,4.021
38.0,2,0,6,0,0,0,2.0,0,1.4,94.465,-41.8,4.96
33.0,3,1,3,0,0,1,2.0,0,1.4,93.918,-42.7,4.962
54.0,3,0,0,0,0,0,1.0,1,-1.8,93.075,-47.1,1.41
34.0,6,0,1,0,1,0,3.0,0,-0.1,93.2,-42.0,4.12
31.0,3,2,3,0,1,0,1.0,0,1.4,93.918,-42.7,4.957
24.0,2,1,6,0,1,1,1.0,0,-2.9,92.963,-40.8,1.26
42.0,6,2,1,0,1,0,1.0,1,-1.8,92.893,-46.2,1.313
57.0,0,0,0,0,1,0,1.0,0,1.4,93.444,-36.1,4.964
38.0,2,1,1,0,0,0,6.0,1,-1.8,92.893,-46.2,1.291
29.0,3,0,3,0,1,0,4.0,0,-1.8,92.893,-46.2,1.25
33.0,2,0,6,1,1,1,1.0,0,1.4,93.444,-36.1,4.963
29.0,4,1,1,0,0,0,1.0,0,1.4,93.918,-42.7,4.957
69.5,5,0,0,0,1,0,1.0,0,-1.7,94.215,-40.3,0.87
36.0,6,0,6,0,1,0,2.0,0,-1.8,92.843,-50.0,1.538
36.0,2,0,1,0,1,0,2.0,0,1.1,93.994,-36.4,4.855
42.0,10,0,6,0,1,0,1.0,1,-0.1,93.2,-42.0,4.021
57.0,6,0,6,0,0,0,2.0,0,-1.8,93.369,-34.8,0.635
22.0,11,1,1,0,0,0,1.0,0,-1.8,92.893,-46.2,1.266
38.0,3,1,0,0,2,2,2.0,0,1.1,93.994,-36.4,4.857
35.0,7,0,4,0,1,0,1.0,2,-3.0,92.713,-33.0,0.706
35.0,2,0,6,0,1,1,1.0,0,1.1,93.994,-36.4,4.858
34.0,3,0,0,0,0,1,3.0,0,1.1,93.994,-36.4,4.856
45.0,4,0,6,0,0,0,2.0,1,-0.1,93.2,-42.0,4.12
35.0,2,1,1,0,0,1,2.0,1,-3.4,92.649,-30.1,0.715
39.0,2,0,6,0,0,0,1.0,1,-2.9,92.963,-40.8,1.215
58.0,0,0,0,0,1,0,2.0,0,1.1,93.994,-36.4,4.856
37.0,2,2,6,1,1,1,2.0,0,-1.8,92.893,-46.2,1.244
35.0,2,2,1,0,0,0,1.0,0,-1.8,92.893,-46.2,1.281
36.0,2,2,1,0,1,0,1.0,1,-1.8,92.893,-46.2,1.344
30.0,4,0,1,0,1,0,1.0,0,1.4,93.444,-36.1,4.963
31.0,4,0,1,1,1,1,5.0,0,-1.8,92.893,-46.2,1.291
46.0,4,2,4,0,1,0,2.0,0,-0.1,93.2,-42.0,4.076
23.0,3,1,3,0,0,0,1.0,1,-2.9,92.963,-40.8,1.262
39.0,0,0,3,0,0,0,2.0,0,1.4,94.465,-41.8,4.864
29.0,3,0,1,0,1,0,3.0,0,-0.1,93.2,-42.0,4.076
46.0,3,0,3,1,0,0,3.0,0,-1.8,92.893,-46.2,1.291
34.0,2,0,6,1,0,0,2.0,0,1.4,93.444,-36.1,4.968
27.0,1,1,1,0,1,1,3.0,1,-1.8,92.893,-46.2,1.244
31.0,4,0,4,0,1,1,1.0,0,1.4,93.444,-36.1,4.965
19.0,11,1,1,1,1,0,4.0,0,-1.8,92.893,-46.2,1.344
38.0,1,0,1,1,0,0,1.0,0,1.4,94.465,-41.8,4.866
29.0,2,0,1,0,1,0,1.0,1,-1.8,92.893,-46.2,1.291
55.0,6,0,6,0,1,0,2.0,0,1.4,93.444,-36.1,4.965
34.0,3,0,3,0,0,1,2.0,0,1.4,93.918,-42.7,4.962
33.0,3,1,3,0,1,0,1.0,0,1.1,93.994,-36.4,4.856
33.0,4,2,1,0,0,0,1.0,0,1.1,93.994,-36.4,4.856
33.0,2,1,1,0,1,0,1.0,0,-1.8,92.893,-46.2,1.266
44.0,3,1,4,0,0,0,1.0,0,-1.8,92.893,-46.2,1.264
50.0,3,0,0,0,1,0,4.0,0,-1.8,92.893,-46.2,1.313
40.0,4,0,4,0,0,0,2.0,0,-1.8,93.075,-47.1,1.405
37.0,2,1,6,0,0,0,2.0,1,-1.8,92.893,-46.2,1.313
45.0,6,0,6,0,0,0,5.0,0,1.4,94.465,-41.8,4.959
34.0,7,0,3,1,1,0,3.0,0,-1.8,93.075,-47.1,1.405
43.0,4,2,4,1,0,1,2.0,0,1.4,93.444,-36.1,4.965
30.0,2,0,6,0,1,0,5.0,0,1.4,93.444,-36.1,4.963
39.0,4,0,4,0,0,0,1.0,0,-0.1,93.798,-40.4,4.921
47.0,1,2,1,0,1,0,1.0,0,-0.1,93.2,-42.0,4.191
29.0,2,1,1,0,1,0,2.0,0,1.4,93.918,-42.7,4.962
26.0,1,1,1,0,0,0,2.0,1,-1.8,92.893,-46.2,1.299
48.0,4,0,1,1,0,1,1.0,0,1.4,93.444,-36.1,4.963
40.0,10,0,1,0,0,0,5.0,1,-1.8,92.893,-46.2,1.25
58.0,3,0,3,0,1,0,1.0,0,1.4,93.444,-36.1,4.97
30.0,3,0,0,0,0,0,2.0,0,1.1,93.994,-36.4,4.857
42.0,3,2,1,0,0,0,2.0,0,1.1,93.994,-36.4,4.856
39.0,1,0,1,1,1,1,6.0,0,-1.8,92.893,-46.2,1.313
33.0,2,2,1,0,0,0,2.0,0,-1.8,92.843,-50.0,1.757
40.0,6,0,6,0,0,1,6.0,0,1.1,93.994,-36.4,4.856
22.0,11,1,1,0,1,0,2.0,0,-1.8,92.893,-46.2,1.266
38.0,3,0,1,1,1,0,2.0,0,1.1,93.994,-36.4,4.864
53.0,4,0,6,0,1,0,2.0,0,-0.1,93.2,-42.0,4.191
31.0,1,0,1,1,0,0,3.0,0,1.4,93.918,-42.7,4.96
31.0,4,1,6,0,0,0,4.0,1,-1.7,94.215,-40.3,0.899
38.0,2,0,6,1,0,0,5.0,0,1.4,93.444,-36.1,4.965
34.0,2,0,6,0,0,0,4.0,0,-1.8,92.893,-46.2,1.334
22.0,2,1,1,0,1,0,5.0,0,1.4,93.918,-42.7,4.963
46.0,2,1,6,0,1,0,1.0,0,-1.8,92.893,-46.2,1.264
36.0,1,0,1,0,1,0,2.0,0,1.1,93.994,-36.4,4.855
32.0,4,1,6,0,0,0,2.0,0,-0.1,93.2,-42.0,4.153
33.0,10,0,2,0,1,0,6.0,0,1.4,93.918,-42.7,4.957
39.0,7,1,1,0,1,0,3.0,0,-1.7,94.215,-40.3,0.896
25.0,8,1,6,0,1,0,2.0,0,1.1,93.994,-36.4,4.857
36.0,6,0,6,0,0,1,2.0,0,-1.8,93.075,-47.1,1.445
32.0,2,0,6,0,1,0,2.0,0,1.4,93.444,-36.1,4.963
66.0,5,0,0,0,1,1,1.0,0,-3.4,92.649,-30.1,0.714
49.0,2,2,6,0,2,2,3.0,0,1.4,94.465,-41.8,4.961
36.0,2,1,6,0,0,0,3.0,0,1.4,93.444,-36.1,4.964
33.0,3,2,2,1,0,0,2.0,0,1.4,94.465,-41.8,4.959
38.0,4,2,4,0,0,0,2.0,0,1.4,94.465,-41.8,4.958
33.0,2,1,6,0,1,1,1.0,0,1.4,93.444,-36.1,4.967
34.0,4,0,4,1,0,0,1.0,0,1.4,94.465,-41.8,4.958
38.0,3,1,3,0,1,0,3.0,0,1.4,93.918,-42.7,4.962
27.0,3,0,1,0,1,0,1.0,0,1.4,93.918,-42.7,4.963
34.0,3,0,5,0,0,0,6.0,0,-1.8,92.893,-46.2,1.334
37.0,3,2,3,1,1,0,2.0,1,-1.8,93.075,-47.1,1.435
28.0,2,1,6,0,1,0,5.0,0,-1.8,93.075,-47.1,1.423
46.0,2,2,1,0,1,0,1.0,0,-2.9,92.469,-33.6,1.072
49.0,3,0,4,0,0,0,2.0,0,-1.8,92.893,-46.2,1.344
46.0,3,0,2,0,0,1,2.0,0,-0.1,93.2,-42.0,4.153
57.0,3,0,3,1,1,0,1.0,0,-0.1,93.2,-42.0,4.021
30.0,8,1,6,0,0,0,1.0,0,1.4,94.465,-41.8,4.866
31.0,8,1,1,0,0,1,2.0,0,1.4,93.918,-42.7,4.961
69.5,5,0,1,0,0,0,3.0,0,-2.9,92.201,-31.4,0.838
50.0,4,1,4,0,1,1,1.0,0,-2.9,92.963,-40.8,1.26
35.0,2,1,6,0,0,0,5.0,2,-1.7,94.215,-40.3,0.79
45.0,1,2,1,0,0,0,6.0,0,1.1,93.994,-36.4,4.864
51.0,2,2,1,0,1,0,1.0,1,-2.9,92.201,-31.4,0.838
36.0,4,0,4,1,1,0,1.0,0,1.4,93.444,-36.1,4.964
