age,job,marital,education,default,housing,loan,campaign,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m
43,3,0,2,0,1,0,1,0,1.4,94.465,-41.8,4.962
31,8,0,6,0,0,0,1,1,-1.8,92.893,-46.2,1.313
33,3,0,5,0,1,0,2,0,1.4,93.918,-42.7,4.96
55,3,0,7,0,1,0,3,0,1.4,93.918,-42.7,4.961
45,3,1,1,0,1,0,1,0,-1.8,92.893,-46.2,1.25
27,2,1,4,0,0,0,2,0,1.4,93.918,-42.7,4.962
37,4,0,4,0,1,0,1,0,1.1,93.994,-36.4,4.856
32,2,0,1,0,0,0,2,0,1.4,93.918,-42.7,4.96
52,3,0,3,0,1,0,1,0,1.4,93.918,-42.7,4.962
31,2,1,6,0,1,1,2,0,1.4,93.444,-36.1,4.968
32,8,0,4,0,0,1,5,0,-1.8,92.893,-46.2,1.25
37,1,0,1,0,1,0,2,2,-1.8,92.893,-46.2,1.327
44,2,0,6,0,1,0,1,0,-2.9,92.963,-40.8,1.268
52,2,2,6,0,1,0,1,0,1.4,93.444,-36.1,4.964
28,2,2,6,0,1,0,1,0,-1.8,92.893,-46.2,1.327
47,3,0,1,0,1,0,2,1,-1.8,92.893,-46.2,1.25
28,4,1,1,0,0,0,2,0,1.4,93.918,-42.7,4.961
31,8,0,6,0,0,1,6,0,1.1,93.994,-36.4,4.86
48,10,0,6,0,1,0,1,0,1.1,93.994,-36.4,4.859
48,3,0,0,1,1,0,3,0,-1.8,92.893,-46.2,1.266
60,5,0,2,0,0,0,1,0,1.4,93.444,-36.1,4.97
29,3,1,3,0,1,0,13,0,-1.8,92.843,-50.0,1.556
35,2,0,1,1,0,0,1,0,1.4,93.918,-42.7,4.963
26,7,1,6,0,1,0,1,2,-1.7,94.027,-38.3,0.904
48,4,0,6,0,0,0,1,0,1.4,93.444,-36.1,4.964
85,0,0,0,1,0,0,6,2,-1.8,93.749,-34.6,0.642
36,6,0,1,0,0,0,1,0,1.1,93.994,-36.4,4.858
43,2,0,6,0,0,0,3,0,1.1,93.994,-36.4,4.864
59,7,0,3,0,1,0,2,0,-1.8,93.369,-34.8,0.639
48,2,0,6,0,0,0,3,0,-1.8,93.075,-47.1,1.405
44,4,0,4,1,1,0,1,0,1.4,93.918,-42.7,4.961
49,3,0,2,1,0,0,2,0,-0.1,93.2,-42.0,4.153
54,3,0,7,1,1,1,1,0,1.4,93.918,-42.7,4.961
34,2,0,2,0,1,0,1,0,-1.8,93.075,-47.1,1.466
30,4,1,6,0,0,1,1,0,-1.8,92.893,-46.2,1.344
31,4,0,3,0,1,0,5,1,-0.1,93.2,-42.0,4.12
28,2,1,6,0,1,0,2,2,-1.1,94.199,-37.5,0.882
33,4,0,6,0,1,0,2,0,-2.9,92.201,-31.4,0.861
31,1,1,1,0,1,0,1,0,-0.1,93.2,-42.0,4.076
34,2,0,6,1,0,0,1,0,1.4,93.918,-42.7,4.963
27,2,1,1,0,1,1,1,0,1.4,93.918,-42.7,4.962
24,2,1,1,0,0,0,1,2,-1.7,94.215,-40.3,0.827
70,4,0,5,0,0,0,1,0,-1.7,94.027,-38.3,0.899
39,3,0,1,0,1,0,1,0,1.1,93.994,-36.4,4.856
33,2,1,1,0,1,0,1,0,1.4,93.918,-42.7,4.957
50,4,0,4,1,1,0,20,0,1.4,94.465,-41.8,4.962
30,4,0,1,0,1,0,1,0,1.4,93.444,-36.1,4.963
33,3,0,3,0,0,1,2,0,1.1,93.994,-36.4,4.857
33,1,1,1,0,1,0,2,0,-0.1,93.2,-42.0,4.12
46,2,0,6,0,1,1,1,0,1.4,93.444,-36.1,4.964
57,3,0,3,0,1,1,2,0,1.4,94.465,-41.8,4.864
54,2,0,6,0,1,0,2,1,-2.9,92.469,-33.6,0.908
35,8,0,1,0,0,0,3,0,1.4,93.918,-42.7,4.96
39,2,1,6,0,1,0,1,0,1.4,93.918,-42.7,4.963
56,10,0,6,0,1,1,1,0,-1.8,93.075,-47.1,1.365
40,1,0,0,1,1,0,1,1,-1.8,92.893,-46.2,1.313
35,1,1,3,0,1,0,2,0,1.4,93.918,-42.7,4.962
41,6,0,5,0,1,0,2,0,1.4,94.465,-41.8,4.967
35,4,0,6,0,0,0,3,0,-2.9,92.201,-31.4,0.869
40,4,0,4,0,1,0,1,2,-1.8,93.876,-40.0,0.682
37,4,1,1,1,0,0,1,0,1.4,93.918,-42.7,4.96
39,4,0,3,0,1,0,1,0,-1.8,93.075,-47.1,1.365
54,6,1,3,0,1,0,3,0,1.1,93.994,-36.4,4.857
44,4,2,4,1,1,1,4,0,1.4,93.444,-36.1,4.965
41,4,2,1,0,0,0,2,0,1.4,93.444,-36.1,4.962
35,1,2,1,0,0,0,1,0,-0.1,93.2,-42.0,4.076
44,3,0,3,1,1,0,4,0,1.1,93.994,-36.4,4.857
45,6,2,6,0,0,0,2,0,1.1,93.994,-36.4,4.857
31,4,1,6,0,0,1,3,0,-1.8,93.075,-47.1,1.405
41,8,0,3,0,0,0,2,0,1.4,93.918,-42.7,4.963
38,4,0,1,0,2,2,1,0,1.4,93.444,-36.1,4.966
43,3,1,2,0,0,0,3,0,1.4,93.918,-42.7,4.957
34,2,0,1,0,1,0,3,0,1.4,93.918,-42.7,4.962
59,5,0,0,1,0,1,3,0,1.4,94.465,-41.8,4.959
42,4,0,3,0,1,0,3,0,1.1,93.994,-36.4,4.857
46,2,0,1,0,1,0,11,0,1.4,93.918,-42.7,4.962
59,3,2,0,0,0,0,1,0,-2.9,92.469,-33.6,1.072
52,2,0,1,0,1,0,1,0,1.4,93.918,-42.7,4.963
36,4,0,4,0,0,1,2,0,-1.8,93.075,-47.1,1.405
33,1,1,6,0,0,0,5,0,-1.8,92.893,-46.2,1.25
54,0,0,0,1,1,0,3,0,1.4,93.918,-42.7,4.963
37,2,0,6,0,0,0,1,1,-1.8,92.893,-46.2,1.334
40,4,0,4,0,0,0,1,0,1.4,93.444,-36.1,4.963
49,1,0,1,0,0,0,4,0,-1.8,93.075,-47.1,1.405
57,3,0,0,0,0,0,2,1,-1.8,92.893,-46.2,1.344
53,5,0,1,0,1,0,7,0,1.4,93.918,-42.7,4.962
33,2,2,6,0,0,0,1,0,-1.8,92.893,-46.2,1.281
28,2,0,6,0,1,0,1,1,-2.9,92.201,-31.4,0.834
42,0,0,1,0,1,0,3,0,-1.8,92.893,-46.2,1.27
34,6,0,6,0,1,0,4,0,-1.8,92.893,-46.2,1.281
53,2,0,1,0,0,0,1,1,-2.9,92.469,-33.6,1.044
26,1,1,1,0,0,0,1,0,-1.8,92.893,-46.2,1.266
25,2,1,3,0,0,0,29,0,1.4,93.918,-42.7,4.968
34,3,0,2,1,0,0,1,0,1.1,93.994,-36.4,4.857
57,3,0,3,1,0,0,3,0,1.4,93.918,-42.7,4.961
39,8,0,6,0,0,0,3,0,1.4,94.465,-41.8,4.961
45,7,0,4,1,0,0,1,1,-1.1,94.199,-37.5,0.879
58,4,2,3,0,0,0,3,0,1.4,94.465,-41.8,4.967
55,4,2,6,0,0,0,1,0,1.4,93.444,-36.1,4.965
38,3,2,3,0,1,0,3,0,-1.8,92.893,-46.2,1.281
31,3,0,2,0,1,0,4,0,1.4,93.918,-42.7,4.961
40,1,0,5,1,1,0,26,0,1.4,94.465,-41.8,4.961
33,2,0,6,0,2,2,1,0,1.4,93.444,-36.1,4.964
34,3,1,3,0,1,0,1,1,-1.8,92.893,-46.2,1.291
45,2,0,2,0,1,1,1,0,1.1,93.994,-36.4,4.857
32,2,0,2,0,0,0,1,0,1.1,93.994,-36.4,4.855
44,3,0,3,1,1,0,2,1,-1.8,92.893,-46.2,1.299
30,2,1,1,0,1,0,2,0,1.4,93.918,-42.7,4.961
51,6,0,6,0,1,0,1,0,1.4,93.918,-42.7,4.962
42,1,0,1,0,0,0,2,0,1.4,94.465,-41.8,4.864
39,4,2,4,0,1,0,1,0,1.4,93.444,-36.1,4.968
33,4,0,4,0,0,0,3,0,1.4,93.444,-36.1,4.966
41,3,0,0,1,0,0,2,0,1.4,94.465,-41.8,4.864
39,4,0,3,0,0,0,2,1,-3.4,92.379,-29.8,0.803
31,8,1,6,0,1,0,1,0,-0.1,93.2,-42.0,4.191
43,3,0,1,1,0,0,1,0,1.4,93.918,-42.7,4.96
44,4,0,6,0,1,0,1,1,-1.7,94.055,-39.8,0.715
50,3,1,0,0,0,0,2,0,1.1,93.994,-36.4,4.86
32,4,0,3,0,0,0,1,0,-1.8,92.893,-46.2,1.344
51,3,0,3,0,1,0,1,0,1.4,94.465,-41.8,4.865
40,6,0,6,0,1,1,1,0,-0.1,93.2,-42.0,4.021
32,4,1,6,0,1,0,4,0,1.4,93.444,-36.1,4.964
46,2,0,3,1,1,0,1,0,1.4,94.465,-41.8,4.866
71,2,0,0,0,1,1,4,2,-1.8,93.876,-40.0,0.684
31,3,0,2,0,1,1,2,0,1.1,93.994,-36.4,4.86
30,4,0,4,0,0,0,2,0,1.1,93.994,-36.4,4.855
36,7,0,3,1,1,1,2,0,-1.8,92.893,-46.2,1.266
65,5,0,0,0,1,0,1,2,-1.1,94.601,-49.5,1.043
49,3,0,0,0,0,0,2,0,1.4,94.465,-41.8,4.958
27,2,1,6,0,0,0,2,0,1.4,94.465,-41.8,4.959
33,4,2,4,0,0,1,1,0,1.4,93.444,-36.1,4.97
25,3,0,3,0,0,0,3,0,1.1,93.994,-36.4,4.857
32,3,0,3,0,1,0,1,1,-1.8,92.893,-46.2,1.344
43,8,0,6,0,0,0,3,1,-1.7,94.215,-40.3,0.797
35,4,0,4,0,1,0,1,1,-1.8,92.893,-46.2,1.344
50,4,1,4,0,0,1,8,0,1.4,93.918,-42.7,4.962
52,10,0,1,0,1,0,1,1,-1.8,92.893,-46.2,1.327
45,3,0,5,0,0,0,1,0,-1.8,93.075,-47.1,1.41
46,4,2,6,1,0,0,18,0,1.4,93.444,-36.1,4.962
36,3,0,2,1,0,0,1,0,1.1,93.994,-36.4,4.855
53,6,0,6,0,0,0,4,0,1.4,93.444,-36.1,4.965
35,9,0,3,0,1,1,1,0,1.1,93.994,-36.4,4.855
52,4,0,3,1,0,0,1,0,1.1,93.994,-36.4,4.856
31,6,1,1,0,0,0,1,0,-0.1,93.2,-42.0,4.153
36,2,0,6,0,0,0,3,0,1.1,93.994,-36.4,4.856
27,2,1,1,0,1,1,5,0,1.4,93.918,-42.7,4.962
28,2,1,6,0,0,0,2,0,1.4,94.465,-41.8,4.865
34,3,1,1,0,0,0,2,0,1.4,93.918,-42.7,4.962
35,2,1,1,0,1,0,5,0,-1.8,92.893,-46.2,1.25
37,3,3,2,1,0,1,2,0,1.1,93.994,-36.4,4.864
50,10,0,6,0,0,0,1,1,-0.1,93.2,-42.0,4.191
37,3,0,2,0,1,1,1,0,1.1,93.994,-36.4,4.857
31,4,1,6,0,1,0,4,0,1.4,93.444,-36.1,4.964
45,10,0,6,1,0,0,9,0,1.4,94.465,-41.8,4.962
32,3,0,2,0,1,1,1,1,-1.8,92.893,-46.2,1.299
42,1,1,1,0,1,0,5,1,-1.8,92.893,-46.2,1.299
54,2,0,1,0,0,0,1,2,-1.8,93.749,-34.6,0.643
33,6,0,3,0,0,0,2,0,-1.8,93.075,-47.1,1.405
36,2,1,6,0,0,0,1,0,1.4,93.444,-36.1,4.968
42,2,2,6,0,1,0,1,1,-1.1,94.199,-37.5,0.886
35,2,0,6,0,0,1,4,0,-0.1,93.2,-42.0,4.153
52,5,0,4,0,1,0,3,0,1.4,93.918,-42.7,4.962
33,6,0,6,0,0,1,2,0,1.4,94.465,-41.8,4.961
51,3,2,0,0,1,0,1,0,1.4,93.918,-42.7,4.962
36,3,0,3,0,1,0,2,0,-0.1,93.2,-42.0,4.021
38,2,0,6,0,0,0,2,0,1.4,94.465,-41.8,4.96
33,3,1,3,0,0,1,2,0,1.4,93.918,-42.7,4.962
54,3,0,0,0,0,0,1,1,-1.8,93.075,-47.1,1.41
34,6,0,1,0,1,0,3,0,-0.1,93.2,-42.0,4.12
31,3,2,3,0,1,0,1,0,1.4,93.918,-42.7,4.957
24,2,1,6,0,1,1,1,0,-2.9,92.963,-40.8,1.26
42,6,2,1,0,1,0,1,1,-1.8,92.893,-46.2,1.313
57,0,0,0,0,1,0,1,0,1.4,93.444,-36.1,4.964
38,2,1,1,0,0,0,6,1,-1.8,92.893,-46.2,1.291
29,3,0,3,0,1,0,4,0,-1.8,92.893,-46.2,1.25
33,2,0,6,1,1,1,1,0,1.4,93.444,-36.1,4.963
29,4,1,1,0,0,0,1,0,1.4,93.918,-42.7,4.957
72,5,0,0,0,1,0,1,0,-1.7,94.215,-40.3,0.87
36,6,0,6,0,1,0,2,0,-1.8,92.843,-50.0,1.538
36,2,0,1,0,1,0,2,0,1.1,93.994,-36.4,4.855
42,10,0,6,0,1,0,1,1,-0.1,93.2,-42.0,4.021
57,6,0,6,0,0,0,2,0,-1.8,93.369,-34.8,0.635
22,11,1,1,0,0,0,1,0,-1.8,92.893,-46.2,1.266
38,3,1,0,0,2,2,2,0,1.1,93.994,-36.4,4.857
35,7,0,4,0,1,0,1,2,-3.0,92.713,-33.0,0.706
35,2,0,6,0,1,1,1,0,1.1,93.994,-36.4,4.858
34,3,0,0,0,0,1,3,0,1.1,93.994,-36.4,4.856
45,4,0,6,0,0,0,2,1,-0.1,93.2,-42.0,4.12
35,2,1,1,0,0,1,2,1,-3.4,92.649,-30.1,0.715
39,2,0,6,0,0,0,1,1,-2.9,92.963,-40.8,1.215
58,0,0,0,0,1,0,2,0,1.1,93.994,-36.4,4.856
37,2,2,6,1,1,1,2,0,-1.8,92.893,-46.2,1.244
35,2,2,1,0,0,0,1,0,-1.8,92.893,-46.2,1.281
36,2,2,1,0,1,0,1,1,-1.8,92.893,-46.2,1.344
30,4,0,1,0,1,0,1,0,1.4,93.444,-36.1,4.963
31,4,0,1,1,1,1,5,0,-1.8,92.893,-46.2,1.291
46,4,2,4,0,1,0,2,0,-0.1,93.2,-42.0,4.076
23,3,1,3,0,0,0,1,1,-2.9,92.963,-40.8,1.262
39,0,0,3,0,0,0,2,0,1.4,94.465,-41.8,4.864
29,3,0,1,0,1,0,3,0,-0.1,93.2,-42.0,4.076
46,3,0,3,1,0,0,3,0,-1.8,92.893,-46.2,1.291
34,2,0,6,1,0,0,2,0,1.4,93.444,-36.1,4.968
27,1,1,1,0,1,1,3,1,-1.8,92.893,-46.2,1.244
31,4,0,4,0,1,1,1,0,1.4,93.444,-36.1,4.965
19,11,1,1,1,1,0,4,0,-1.8,92.893,-46.2,1.344
38,1,0,1,1,0,0,1,0,1.4,94.465,-41.8,4.866
29,2,0,1,0,1,0,1,1,-1.8,92.893,-46.2,1.291
55,6,0,6,0,1,0,2,0,1.4,93.444,-36.1,4.965
34,3,0,3,0,0,1,2,0,1.4,93.918,-42.7,4.962
33,3,1,3,0,1,0,1,0,1.1,93.994,-36.4,4.856
33,4,2,1,0,0,0,1,0,1.1,93.994,-36.4,4.856
33,2,1,1,0,1,0,1,0,-1.8,92.893,-46.2,1.266
44,3,1,4,0,0,0,1,0,-1.8,92.893,-46.2,1.264
50,3,0,0,0,1,0,4,0,-1.8,92.893,-46.2,1.313
40,4,0,4,0,0,0,2,0,-1.8,93.075,-47.1,1.405
37,2,1,6,0,0,0,2,1,-1.8,92.893,-46.2,1.313
45,6,0,6,0,0,0,5,0,1.4,94.465,-41.8,4.959
34,7,0,3,1,1,0,3,0,-1.8,93.075,-47.1,1.405
43,4,2,4,1,0,1,2,0,1.4,93.444,-36.1,4.965
30,2,0,6,0,1,0,5,0,1.4,93.444,-36.1,4.963
39,4,0,4,0,0,0,1,0,-0.1,93.798,-40.4,4.921
47,1,2,1,0,1,0,1,0,-0.1,93.2,-42.0,4.191
29,2,1,1,0,1,0,2,0,1.4,93.918,-42.7,4.962
26,1,1,1,0,0,0,2,1,-1.8,92.893,-46.2,1.299
48,4,0,1,1,0,1,1,0,1.4,93.444,-36.1,4.963
40,10,0,1,0,0,0,5,1,-1.8,92.893,-46.2,1.25
58,3,0,3,0,1,0,1,0,1.4,93.444,-36.1,4.97
30,3,0,0,0,0,0,2,0,1.1,93.994,-36.4,4.857
42,3,2,1,0,0,0,2,0,1.1,93.994,-36.4,4.856
39,1,0,1,1,1,1,6,0,-1.8,92.893,-46.2,1.313
33,2,2,1,0,0,0,2,0,-1.8,92.843,-50.0,1.757
40,6,0,6,0,0,1,12,0,1.1,93.994,-36.4,4.856
22,11,1,1,0,1,0,2,0,-1.8,92.893,-46.2,1.266
38,3,0,1,1,1,0,2,0,1.1,93.994,-36.4,4.864
53,4,0,6,0,1,0,2,0,-0.1,93.2,-42.0,4.191
31,1,0,1,1,0,0,3,0,1.4,93.918,-42.7,4.96
31,4,1,6,0,0,0,4,1,-1.7,94.215,-40.3,0.899
38,2,0,6,1,0,0,5,0,1.4,93.444,-36.1,4.965
34,2,0,6,0,0,0,4,0,-1.8,92.893,-46.2,1.334
22,2,1,1,0,1,0,5,0,1.4,93.918,-42.7,4.963
46,2,1,6,0,1,0,1,0,-1.8,92.893,-46.2,1.264
36,1,0,1,0,1,0,2,0,1.1,93.994,-36.4,4.855
32,4,1,6,0,0,0,2,0,-0.1,93.2,-42.0,4.153
33,10,0,2,0,1,0,7,0,1.4,93.918,-42.7,4.957
39,7,1,1,0,1,0,3,0,-1.7,94.215,-40.3,0.896
25,8,1,6,0,1,0,2,0,1.1,93.994,-36.4,4.857
36,6,0,6,0,0,1,2,0,-1.8,93.075,-47.1,1.445
32,2,0,6,0,1,0,2,0,1.4,93.444,-36.1,4.963
66,5,0,0,0,1,1,1,0,-3.4,92.649,-30.1,0.714
49,2,2,6,0,2,2,3,0,1.4,94.465,-41.8,4.961
36,2,1,6,0,0,0,3,0,1.4,93.444,-36.1,4.964
33,3,2,2,1,0,0,2,0,1.4,94.465,-41.8,4.959
38,4,2,4,0,0,0,2,0,1.4,94.465,-41.8,4.958
33,2,1,6,0,1,1,1,0,1.4,93.444,-36.1,4.967
34,4,0,4,1,0,0,1,0,1.4,94.465,-41.8,4.958
38,3,1,3,0,1,0,3,0,1.4,93.918,-42.7,4.962
27,3,0,1,0,1,0,1,0,1.4,93.918,-42.7,4.963
34,3,0,5,0,0,0,6,0,-1.8,92.893,-46.2,1.334
37,3,2,3,1,1,0,2,1,-1.8,93.075,-47.1,1.435
28,2,1,6,0,1,0,5,0,-1.8,93.075,-47.1,1.423
46,2,2,1,0,1,0,1,0,-2.9,92.469,-33.6,1.072
49,3,0,4,0,0,0,2,0,-1.8,92.893,-46.2,1.344
46,3,0,2,0,0,1,2,0,-0.1,93.2,-42.0,4.153
57,3,0,3,1,1,0,1,0,-0.1,93.2,-42.0,4.021
30,8,1,6,0,0,0,1,0,1.4,94.465,-41.8,4.866
31,8,1,1,0,0,1,2,0,1.4,93.918,-42.7,4.961
81,5,0,1,0,0,0,3,0,-2.9,92.201,-31.4,0.838
50,4,1,4,0,1,1,1,0,-2.9,92.963,-40.8,1.26
35,2,1,6,0,0,0,5,2,-1.7,94.215,-40.3,0.79
45,1,2,1,0,0,0,8,0,1.1,93.994,-36.4,4.864
51,2,2,1,0,1,0,1,1,-2.9,92.201,-31.4,0.838
36,4,0,4,1,1,0,1,0,1.4,93.444,-36.1,4.964
26,2,1,1,0,1,0,1,0,1.1,93.994,-36.4,4.86
39,0,0,6,0,1,0,2,0,1.4,94.465,-41.8,4.959
43,2,1,6,0,1,0,1,0,-0.1,93.2,-42.0,4.021
71,5,2,0,0,1,0,1,0,-1.8,93.075,-47.1,1.365
28,3,0,3,1,2,2,1,0,1.4,94.465,-41.8,4.961
35,4,1,3,0,1,0,1,0,-0.1,93.2,-42.0,4.12
33,1,2,1,0,1,0,1,0,1.1,93.994,-36.4,4.86
45,8,0,0,0,0,0,2,0,1.4,93.444,-36.1,4.968
25,6,1,6,0,1,0,4,0,1.1,93.994,-36.4,4.857
35,3,0,2,0,0,0,1,0,1.1,93.994,-36.4,4.857
32,1,0,1,1,1,0,1,0,-0.1,93.2,-42.0,4.153
29,2,1,1,0,1,1,1,0,1.4,93.444,-36.1,4.968
37,2,0,6,0,1,0,1,1,-2.9,92.963,-40.8,1.262
33,3,2,3,0,0,0,3,0,1.4,94.465,-41.8,4.961
43,2,0,1,0,0,0,6,0,1.1,93.994,-36.4,4.857
38,4,0,4,0,0,0,3,1,-0.1,93.2,-42.0,4.12
38,1,1,1,1,0,0,2,0,1.1,93.994,-36.4,4.857
56,1,0,0,1,1,1,1,0,1.1,93.994,-36.4,4.855
45,10,0,6,0,0,0,6,0,-1.8,92.893,-46.2,1.334
36,1,0,6,0,1,0,1,1,-1.8,92.893,-46.2,1.299
47,2,2,6,0,0,1,19,0,1.4,93.444,-36.1,4.965
40,8,0,4,0,1,1,2,0,1.4,94.465,-41.8,4.959
27,2,1,1,0,0,0,1,0,-1.8,92.893,-46.2,1.281
29,2,1,1,0,0,0,1,0,1.4,94.465,-41.8,4.864
50,2,0,6,0,1,0,2,0,1.4,93.444,-36.1,4.962
28,2,1,6,0,1,0,4,1,-1.8,92.893,-46.2,1.25
42,3,2,0,0,1,0,1,0,1.1,93.994,-36.4,4.858
27,2,0,4,0,1,0,1,0,-1.8,92.893,-46.2,1.266
28,4,1,4,0,1,0,2,0,1.4,93.918,-42.7,4.962
35,3,0,2,0,1,0,2,1,-1.8,92.893,-46.2,1.281
41,4,2,6,0,1,0,2,2,-1.7,94.027,-38.3,0.905
36,3,0,2,1,0,0,1,0,1.1,93.994,-36.4,4.859
47,4,0,4,1,0,1,1,0,1.1,93.994,-36.4,4.857
40,2,2,1,0,0,0,2,0,1.4,93.444,-36.1,4.962
32,2,0,2,0,1,0,2,1,-1.8,92.893,-46.2,1.299
29,2,1,6,0,1,0,1,0,-2.9,92.201,-31.4,0.859
36,2,0,1,0,1,0,1,0,-0.1,93.2,-42.0,4.076
33,0,1,1,1,1,1,1,1,-1.8,93.075,-47.1,1.405
44,9,2,5,0,0,0,1,0,-1.8,93.075,-47.1,1.405
64,2,0,1,0,1,0,1,1,-3.4,92.431,-26.9,0.73
